feature	metadata	value	name	coef	null_hypothesis	stderr	pval_individual	qval_individual	pval_joint	qval_joint	error	model	N	N_not_zero
B_D_0__Bacteria.D_1__Gemmatimonadetes.D_2__BD2.11.terrestrial.group.D_3__uncultured.Gemmatimonadetes.bacterium.D_4__uncultured.Gemmatimonadetes.bacterium	env	Hakata	envHakata	5.513010141	0	1.823647498	0.002502261	0.05274309	0.002502261	0.048921943	NA	prevalence	132	37
B_D_0__Bacteria.D_1__Latescibacteria.D_2__uncultured.Bacteroidetes.bacterium.D_3__uncultured.Bacteroidetes.bacterium.D_4__uncultured.Bacteroidetes.bacterium	env	Hakata	envHakata	6.835464211	0	2.248227578	0.002362805	0.05274309	0.002362805	0.048921943	NA	prevalence	132	48
B_D_0__Bacteria.D_1__Latescibacteria.D_2__uncultured.Bacteroidetes.bacterium.D_3__uncultured.Bacteroidetes.bacterium.D_4__uncultured.Bacteroidetes.bacterium	env	Tokyo_HK	envTokyo_HK	6.835464211	0	2.248227578	0.002362805	0.05274309	0.002362805	0.048921943	NA	prevalence	132	48
B_D_0__Bacteria.D_1__Latescibacteria.D_2__uncultured.Latescibacteria.bacterium.D_3__uncultured.Latescibacteria.bacterium.D_4__uncultured.Latescibacteria.bacterium	env	Hakata	envHakata	5.533730336	0	1.826167492	0.002443575	0.05274309	0.002443575	0.048921943	NA	prevalence	132	24
B_D_0__Bacteria.D_1__Lentisphaerae.D_2__Oligosphaeria.D_3__Oligosphaerales.D_4__Lenti.02	env	Hakata	envHakata	5.536644856	0	1.830394348	0.00248767	0.05274309	0.00248767	0.048921943	NA	prevalence	132	11
B_D_0__Bacteria.D_1__Nitrospirae.D_2__Nitrospira.D_3__Nitrospirales.D_4__Nitrospiraceae	env	Hakata	envHakata	6.936489644	0	2.260692996	0.002152787	0.05274309	0.002152787	0.048921943	NA	prevalence	132	21
B_D_0__Bacteria.D_1__Nitrospirae.D_2__Thermodesulfovibrionia.D_3__uncultured.__	env	Tokyo_HK	envTokyo_HK	-5.519869208	0	1.824309983	0.002480338	0.05274309	0.002480338	0.048921943	NA	prevalence	132	58
B_D_0__Bacteria.D_1__Patescibacteria.D_2__Microgenomatia.D_3__Candidatus.Pacebacteria.D_4__uncultured.bacterium	env	Kitsuki	envKitsuki	-6.828707129	0	2.247620853	0.002380011	0.05274309	0.002380011	0.048921943	NA	prevalence	132	65
B_D_0__Bacteria.D_1__Patescibacteria.D_2__Microgenomatia.D_3__Candidatus.Pacebacteria.D_4__uncultured.bacterium	env	Tokyo_KC	envTokyo_KC	-6.828707129	0	2.247620853	0.002380011	0.05274309	0.002380011	0.048921943	NA	prevalence	132	65
B_D_0__Bacteria.D_1__Patescibacteria.D_2__Parcubacteria.D_3__Candidatus.Moranbacteria.D_4__uncultured.bacterium	env	Saiki	envSaiki	5.020206482	0	1.649904989	0.002344468	0.05274309	0.002344468	0.048921943	NA	prevalence	132	57
B_D_0__Bacteria.D_1__Planctomycetes.D_2__Phycisphaerae.D_3__CCM11a.D_4__uncultured.bacterium	env	Tokyo_HK	envTokyo_HK	-5.50683949	0	1.823063973	0.002522321	0.05274309	0.002522321	0.048921943	NA	prevalence	132	44
B_D_0__Bacteria.D_1__Planctomycetes.D_2__Phycisphaerae.D_3__CCM11a.D_4__uncultured.bacterium	env	Tokyo_KC	envTokyo_KC	-5.50683949	0	1.823063973	0.002522321	0.05274309	0.002522321	0.048921943	NA	prevalence	132	44
B_D_0__Bacteria.D_1__Planctomycetes.D_2__Pla4.lineage.__.__	env	Hakata	envHakata	6.8268718	0	2.247619613	0.002386455	0.05274309	0.002386455	0.048921943	NA	prevalence	132	15
B_D_0__Bacteria.D_1__Planctomycetes.D_2__vadinHA49.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Tokyo_HK	envTokyo_HK	-6.843385668	0	2.248663066	0.002339888	0.05274309	0.002339888	0.048921943	NA	prevalence	132	56
B_D_0__Bacteria.D_1__Planctomycetes.D_2__vadinHA49.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Tokyo_KC	envTokyo_KC	-6.843385668	0	2.248663066	0.002339888	0.05274309	0.002339888	0.048921943	NA	prevalence	132	56
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__uncultured.D_4__uncultured.alpha.proteobacterium	env	Hakata	envHakata	5.559409453	0	1.828113662	0.002357442	0.05274309	0.002357442	0.048921943	NA	prevalence	132	55
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__uncultured.D_4__uncultured.alpha.proteobacterium	env	Tokyo_KC	envTokyo_KC	5.559409453	0	1.828113662	0.002357442	0.05274309	0.002357442	0.048921943	NA	prevalence	132	55
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Bdellovibrionales.D_4__Bdellovibrionaceae	env	Hakata	envHakata	5.550944466	0	1.82823096	0.002395501	0.05274309	0.002395501	0.048921943	NA	prevalence	132	26
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Bradymonadales.D_4__uncultured.bacterium	env	Hakata	envHakata	5.503712952	0	1.822731218	0.002532033	0.05274309	0.002532033	0.048921943	NA	prevalence	132	32
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Desulfarculales.D_4__Desulfarculaceae	env	Tokyo_KC	envTokyo_KC	-6.861798307	0	2.250258077	0.00229346	0.05274309	0.00229346	0.048921943	NA	prevalence	132	97
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Myxococcales.__	env	Hakata	envHakata	5.505420038	0	1.823030708	0.002528354	0.05274309	0.002528354	0.048921943	NA	prevalence	132	14
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Myxococcales.D_4__VHS.B3.70	env	Hakata	envHakata	6.836777558	0	2.24855926	0.002361741	0.05274309	0.002361741	0.048921943	NA	prevalence	132	28
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Oligoflexales.D_4__0319.6G20	env	Hakata	envHakata	6.881465754	0	2.252484913	0.002250191	0.05274309	0.002250191	0.048921943	NA	prevalence	132	33
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__PB19.D_4__uncultured.deep.sea.bacterium	env	Hakata	envHakata	5.53818918	0	1.82717182	0.002437314	0.05274309	0.002437314	0.048921943	NA	prevalence	132	20
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__B2M28.D_4__uncultured.bacterium	env	Tokyo_KC	envTokyo_KC	-6.846168595	0	2.249048936	0.002334332	0.05274309	0.002334332	0.048921943	NA	prevalence	132	78
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__B2M28.D_4__uncultured.sediment.bacterium	env	Tokyo_KC	envTokyo_KC	-6.929181468	0	2.25787481	0.002148519	0.05274309	0.002148519	0.048921943	NA	prevalence	132	54
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Milano.WF1B.44.__	env	Hakata	envHakata	6.825932142	0	2.247354242	0.002386926	0.05274309	0.002386926	0.048921943	NA	prevalence	132	38
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Milano.WF1B.44.D_4__uncultured.bacterium	env	Kitsuki	envKitsuki	-6.841293979	0	2.24969732	0.002358062	0.05274309	0.002358062	0.048921943	NA	prevalence	132	38
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Milano.WF1B.44.D_4__uncultured.bacterium	env	Tokyo_HK	envTokyo_HK	-6.841293979	0	2.24969732	0.002358062	0.05274309	0.002358062	0.048921943	NA	prevalence	132	38
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Milano.WF1B.44.D_4__uncultured.bacterium	env	Tokyo_KC	envTokyo_KC	-6.841293979	0	2.24969732	0.002358062	0.05274309	0.002358062	0.048921943	NA	prevalence	132	38
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__B2M28.D_4__uncultured.gamma.proteobacterium	env	Saiki	envSaiki	-5.017355698	0	1.687626891	0.002948811	0.060035725	0	0	NA	prevalence	132	101
B_D_0__Bacteria.D_1__Kiritimatiellaeota.D_2__Kiritimatiellae.D_3__Kiritimatiellales.D_4__Kiritimatiellaceae	env	Saiki	envSaiki	-1.66107104	0.130607133	0.574393963	0.003583776	0.068457929	0.001271465	0.036344078	NA	abundance	132	56
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Sva0485.__	env	Kitsuki	envKitsuki	-3.240339628	0	1.117264309	0.003728717	0.069516309	3.67E-05	0.002018045	NA	prevalence	132	97
B_D_0__Bacteria.D_1__Gemmatimonadetes.D_2__PAUC43f.marine.benthic.group.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Saiki	envSaiki	-4.959147524	0	1.730093946	0.004151646	0.073935792	0.000364251	0.013828092	NA	prevalence	132	106
B_D_0__Bacteria.D_1__Planctomycetes.D_2__Planctomycetacia.D_3__Planctomycetales.D_4__Gimesiaceae	env	Tokyo_HK	envTokyo_HK	-4.921901378	0	1.746843613	0.004838449	0.079630184	0.001768355	0.045706038	NA	prevalence	132	80
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Desulfuromonadales.D_4__Desulfuromonadaceae	env	Saiki	envSaiki	-2.124839905	0	0.765404958	0.005501546	0.083795166	0.000982034	0.03040872	NA	prevalence	132	53
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__uncultured.__	env	Saiki	envSaiki	-4.525285222	0	1.63534368	0.005654407	0.085480704	2.11E-09	3.55E-07	NA	prevalence	132	51
B_D_0__Bacteria.D_1__Gemmatimonadetes.D_2__BD2.11.terrestrial.group.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Saiki	envSaiki	-4.414049706	0	1.631481857	0.006819214	0.100832284	0.00011671	0.005392362	NA	prevalence	132	82
B_D_0__Bacteria.D_1__Acidobacteria.D_2__Subgroup.21.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Saiki	envSaiki	-4.292503398	0	1.62969145	0.008440133	0.116234358	8.82E-12	2.25E-09	NA	prevalence	132	67
B_D_0__Archaea.D_1__Nanoarchaeaeota.D_2__Woesearchaeia.__.__	env	Hakata	envHakata	4.51604095	0	1.719663492	0.008636462	0.117849351	2.02E-05	0.001173268	NA	prevalence	132	42
B_D_0__Bacteria.D_1__Gemmatimonadetes.D_2__BD2.11.terrestrial.group.D_3__uncultured.marine.microorganism.D_4__uncultured.marine.microorganism	env	Kitsuki	envKitsuki	2.845382111	0	1.088617896	0.008955283	0.119502891	0.000155401	0.006694848	NA	prevalence	132	34
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__uncultured.__	env	Noto	envNoto	-4.280163133	0	1.650704759	0.009516193	0.120760204	4.62E-08	6.01E-06	NA	prevalence	132	51
B_D_0__Bacteria.D_1__Dadabacteria.D_2__Dadabacteriia.D_3__Dadabacteriales.D_4__uncultured.organism	env	Saiki	envSaiki	-1.088470158	0.130607133	0.418730666	0.009857945	0.12273709	0.000123244	0.005573082	NA	abundance	132	30
B_D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae	env	Hakata	envHakata	2.743059836	0	1.07016752	0.010371049	0.127521407	0.001032938	0.030920248	NA	prevalence	132	74
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__SJA.15.D_4__uncultured.bacterium	env	Noto	envNoto	-4.21638918	0	1.657729672	0.010975682	0.133337258	0.001007298	0.03087756	NA	prevalence	132	78
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Sva0485.D_4__bacterium.enrichment.culture.clone.22.2013.	env	Kitsuki	envKitsuki	-4.261661773	0	1.7174617	0.013087762	0.1530305	1.18E-06	0.000103053	NA	prevalence	132	106
B_D_0__Bacteria.D_1__Nitrospirae.D_2__Thermodesulfovibrionia.D_3__uncultured.D_4__uncultured.Nitrospirae.bacterium	env	Saiki	envSaiki	-3.928379905	0	1.624754724	0.015613391	0.170505802	1.92E-07	2.04E-05	NA	prevalence	132	71
B_D_0__Bacteria.D_1__Planctomycetes.D_2__Phycisphaerae.D_3__Pla1.lineage.D_4__uncultured.bacterium	env	Saiki	envSaiki	3.060895988	0.130607133	1.11377589	0.015747017	0.17127259	0.002190976	0.048921943	NA	abundance	132	27
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__SBR1031.D_4__uncultured.bacterium	env	Kitsuki	envKitsuki	-4.094319298	0	1.698194714	0.015909572	0.171554915	2.74E-06	0.000210158	NA	prevalence	132	94
B_D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae	env	Tokyo_HK	envTokyo_HK	4.064687169	0	1.695024157	0.016484354	0.172445068	4.04E-05	0.002180776	NA	prevalence	132	74
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Desulfuromonadales.D_4__Sva1033	env	Kitsuki	envKitsuki	-4.082713417	0	1.697499268	0.016166531	0.172445068	3.02E-07	2.87E-05	NA	prevalence	132	82
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__B2M28.D_4__uncultured.bacterium	env	Saiki	envSaiki	-3.796519561	0	1.624089438	0.019406471	0.19493988	3.84E-13	1.17E-10	NA	prevalence	132	78
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Sva0485.__	env	Saiki	envSaiki	-2.233519803	0	0.960844705	0.02009669	0.200053414	4.98E-08	6.34E-06	NA	prevalence	132	97
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Desulfuromonadales.D_4__Sva1033	env	Saiki	envSaiki	-1.272068328	0.130607133	0.583791907	0.020487911	0.202136771	0.001311994	0.036689797	NA	abundance	132	82
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__NB1.j.D_4__uncultured.organism	env	Saiki	envSaiki	-1.308776771	0.130607133	0.605709794	0.022756353	0.210851707	0.000104132	0.004954817	NA	abundance	132	67
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Sva0485.D_4__bacterium.enrichment.culture.clone.22.2013.	env	Tokyo_KC	envTokyo_KC	-3.904127502	0	1.707785313	0.022249796	0.210851707	2.04E-07	2.1E-05	NA	prevalence	132	106
B_D_0__Bacteria.D_1__Actinobacteria.D_2__WCHB1.81.D_3__uncultured.organism.D_4__uncultured.organism	env	Hakata	envHakata	-2.72448357	-0.547560018	0.906929841	0.025489349	0.224532907	0.001723302	0.044848067	NA	abundance	132	29
B_D_0__Bacteria.D_1__Acidobacteria.D_2__Subgroup.21.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Kitsuki	envKitsuki	-3.727040155	0	1.686692628	0.027127824	0.224532907	0.000129957	0.005754229	NA	prevalence	132	67
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidetes.VC2.1.Bac22.D_4__uncultured.Bacteroidetes.bacterium	env	Kitsuki	envKitsuki	-3.757660741	0	1.690425314	0.026221973	0.224532907	0.000920476	0.029054238	NA	prevalence	132	103
B_D_0__Bacteria.D_1__Firmicutes.D_2__Erysipelotrichia.D_3__Erysipelotrichales.D_4__Erysipelotrichaceae	env	Hakata	envHakata	3.726873926	0	1.686672922	0.027132876	0.224532907	5.08E-05	0.002657194	NA	prevalence	132	72
B_D_0__Bacteria.D_1__Nitrospinae.D_2__P9X2b3D02.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Saiki	envSaiki	-3.615536479	0	1.623355806	0.025933975	0.224532907	0.000332949	0.012788461	NA	prevalence	132	79
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Desulfarculales.D_4__Desulfarculaceae	env	Kitsuki	envKitsuki	-3.748661067	0	1.689266369	0.026479517	0.224532907	3.98E-06	0.000295425	NA	prevalence	132	97
B_D_0__Bacteria.D_1__Planctomycetes.D_2__Phycisphaerae.D_3__Phycisphaerales.D_4__Phycisphaeraceae	env	Saiki	envSaiki	-3.483404947	0	1.622623777	0.031811356	0.254991099	0.000104012	0.004954817	NA	prevalence	132	93
B_D_0__Bacteria.D_1__Planctomycetes.D_2__Planctomycetacia.D_3__Planctomycetales.D_4__Gimesiaceae	env	Saiki	envSaiki	-3.463331931	0	1.62348145	0.032902197	0.260867419	1.34E-05	0.000820881	NA	prevalence	132	80
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__Ardenticatenales.D_4__uncultured	env	Noto	envNoto	-3.453437557	0	1.641426004	0.035384971	0.275961907	6.23E-08	7.63E-06	NA	prevalence	132	93
B_D_0__Bacteria.D_1__Acidobacteria.D_2__d142.D_3__uncultured.Acidobacteria.bacterium.D_4__uncultured.Acidobacteria.bacterium	env	Tokyo_HK	envTokyo_HK	3.492968521	0	1.694528479	0.039272348	0.294016386	0.00088202	0.028692648	NA	prevalence	132	64
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__Ardenticatenales.D_4__uncultured	env	Kitsuki	envKitsuki	-3.453437557	0	1.689321575	0.040926405	0.29553057	0.00090238	0.029054238	NA	prevalence	132	93
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__SBR1031.D_4__metagenome	env	Tokyo_KC	envTokyo_KC	-3.451390979	0	1.689319738	0.041045948	0.29553057	0.000435658	0.01624418	NA	prevalence	132	107
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__SBR1031.D_4__uncultured.bacterium	env	Saiki	envSaiki	-3.309398015	0	1.627730798	0.042038789	0.29553057	1.8E-12	4.99E-10	NA	prevalence	132	94
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__SBR1031.D_4__uncultured.bacterium	env	Tokyo_KC	envTokyo_KC	-3.439489915	0	1.687717962	0.041554632	0.29553057	6.2E-07	5.57E-05	NA	prevalence	132	94
B_D_0__Bacteria.D_1__Epsilonbacteraeota.D_2__Campylobacteria.D_3__Campylobacterales.D_4__Thiovulaceae	env	Hakata	envHakata	3.415469028	0	1.684755513	0.042633915	0.29553057	0.000331989	0.012788461	NA	prevalence	132	72
B_D_0__Bacteria.D_1__Gemmatimonadetes.D_2__BD2.11.terrestrial.group.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Tokyo_HK	envTokyo_HK	-3.413163568	0	1.684476208	0.042739558	0.29553057	1.36E-07	1.55E-05	NA	prevalence	132	82
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__B2M28.__	env	Tokyo_KC	envTokyo_KC	-3.43318724	0	1.687630552	0.041918945	0.29553057	2.18E-06	0.000171765	NA	prevalence	132	123
B_D_0__Bacteria.D_1__Latescibacteria.D_2__saltmarsh.clone.LCP.67.D_3__saltmarsh.clone.LCP.67.D_4__saltmarsh.clone.LCP.67	env	Tokyo_HK	envTokyo_HK	2.092405321	0	1.053433859	0.04700322	0.310796199	0.002498099	0.048921943	NA	prevalence	132	86
B_D_0__Bacteria.D_1__Gemmatimonadetes.D_2__BD2.11.terrestrial.group.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Noto	envNoto	-3.098384071	0	1.638665748	0.058651465	0.359767464	1.87E-07	2.02E-05	NA	prevalence	132	82
B_D_0__Bacteria.D_1__Planctomycetes.D_2__Phycisphaerae.D_3__CCM11a.D_4__uncultured.bacterium	env	Noto	envNoto	-0.605459032	0.55175446	0.593057893	0.060768664	0.368995582	0.000527127	0.018485557	NA	abundance	132	44
B_D_0__Bacteria.D_1__Actinobacteria.D_2__Acidimicrobiia.D_3__Microtrichales.D_4__uncultured	env	Saiki	envSaiki	-3.023317895	0	1.634145376	0.064300414	0.369370516	2.84E-06	0.000215235	NA	prevalence	132	116
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__Ardenticatenales.D_4__uncultured	env	Tokyo_HK	envTokyo_HK	-3.131815345	0	1.691329194	0.064070522	0.369370516	0.000920123	0.029054238	NA	prevalence	132	93
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__SBR1031.D_4__uncultured.bacterium	env	Tokyo_HK	envTokyo_HK	-3.120265958	0	1.689810092	0.064816925	0.369370516	1.46E-07	1.63E-05	NA	prevalence	132	94
B_D_0__Bacteria.D_1__Gemmatimonadetes.D_2__BD2.11.terrestrial.group.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Kitsuki	envKitsuki	-3.098384071	0	1.686779021	0.066229939	0.369370516	1.58E-06	0.000127206	NA	prevalence	132	82
B_D_0__Bacteria.D_1__Planctomycetes.D_2__Planctomycetacia.D_3__Planctomycetales.D_4__Gimesiaceae	env	Kitsuki	envKitsuki	-3.120607827	0	1.689833199	0.064791245	0.369370516	0.000128627	0.005735133	NA	prevalence	132	80
B_D_0__Bacteria.D_1__Planctomycetes.D_2__Planctomycetacia.D_3__Planctomycetales.D_4__Rubinisphaeraceae	env	Tokyo_KC	envTokyo_KC	3.100754559	0	1.687099911	0.066074204	0.369370516	0.001261239	0.036223687	NA	prevalence	132	89
B_D_0__Bacteria.D_1__Acidobacteria.D_2__Subgroup.21.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Noto	envNoto	-2.935430004	0	1.640163398	0.073499252	0.399190735	1.14E-05	0.0007278	NA	prevalence	132	67
B_D_0__Bacteria.D_1__Patescibacteria.D_2__Microgenomatia.D_3__Candidatus.Pacebacteria.D_4__uncultured.bacterium	env	Saiki	envSaiki	-2.790462139	0	1.627969214	0.086514861	0.453860746	0.001863364	0.047146072	NA	prevalence	132	65
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Desulfuromonadales.D_4__Sva1033	env	Noto	envNoto	-2.778940894	0	1.644264966	0.091012469	0.468832827	3.47E-12	9.21E-10	NA	prevalence	132	82
B_D_0__Bacteria.D_1__Actinobacteria.D_2__Coriobacteriia.D_3__OPB41.D_4__uncultured.bacterium	env	Hakata	envHakata	2.872183438	0	1.711535683	0.09332126	0.474690628	0.000325436	0.012652306	NA	prevalence	132	94
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Sphingobacteriales.D_4__Lentimicrobiaceae	env	Kitsuki	envKitsuki	-2.774717379	0	1.695759576	0.10178348	0.475682665	0.000856741	0.028013243	NA	prevalence	132	121
B_D_0__Bacteria.D_1__Latescibacteria.D_2__Latescibacteria.D_3__Latescibacterales.D_4__Latescibacteraceae	env	Kitsuki	envKitsuki	-1.539855116	0	0.930400615	0.09791532	0.475682665	0.000527662	0.018485557	NA	prevalence	132	93
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__NB1.j.D_4__uncultured.bacterium	env	Hakata	envHakata	2.808083499	0	1.701001232	0.098770935	0.475682665	0.002312148	0.048921943	NA	prevalence	132	79
B_D_0__Bacteria.D_1__Gemmatimonadetes.D_2__Gemmatimonadetes.D_3__Gemmatimonadales.D_4__Gemmatimonadaceae	env	Noto	envNoto	-2.619382327	0	1.650444244	0.112495175	0.50585372	0.000250219	0.010033935	NA	prevalence	132	96
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__Ardenticatenales.D_4__uncultured	env	Saiki	envSaiki	-2.575663689	0	1.629286903	0.113911568	0.509242304	2.84E-08	3.85E-06	NA	prevalence	132	93
B_D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae	env	Kitsuki	envKitsuki	-1.341007159	0	0.851904944	0.115457933	0.51263091	0.001180751	0.034405516	NA	prevalence	132	101
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__NB1.j.D_4__uncultured.Acidobacteria.bacterium	env	Noto	envNoto	-0.148512111	0.55175446	0.432425868	0.11892929	0.518109697	0.001657803	0.044042308	NA	abundance	132	60
B_D_0__Bacteria.D_1__Nitrospirae.D_2__Thermodesulfovibrionia.D_3__uncultured.__	env	Saiki	envSaiki	-1.065844549	0.130607133	0.803233123	0.14508822	0.582671507	6.06E-05	0.003065541	NA	abundance	132	58
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Ignavibacteria.D_3__Ignavibacteriales.D_4__Ignavibacteriaceae	env	Tokyo_HK	envTokyo_HK	2.408499825	0	1.712518197	0.159602914	0.582671507	0.002415388	0.048921943	NA	prevalence	132	58
B_D_0__Bacteria.D_1__Calditrichaeota.D_2__Calditrichia.D_3__Calditrichales.D_4__Calditrichaceae	env	Tokyo_KC	envTokyo_KC	-2.485590957	0	1.72933265	0.150629297	0.582671507	1.51E-06	0.000124961	NA	prevalence	132	123
B_D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae	env	Hakata	envHakata	2.405278045	0	1.711877188	0.160005542	0.582671507	4.1E-05	0.002196978	NA	prevalence	132	101
B_D_0__Bacteria.D_1__Latescibacteria.__.__.__	env	Hakata	envHakata	2.399460148	0	1.710658054	0.160720252	0.582671507	1.05E-05	0.000695334	NA	prevalence	132	92
B_D_0__Bacteria.D_1__Planctomycetes.D_2__OM190.__.__	env	Hakata	envHakata	2.417961177	0	1.714435217	0.158435076	0.582671507	5.93E-05	0.003049095	NA	prevalence	132	86
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Desulfarculales.D_4__Desulfarculaceae	env	Tokyo_HK	envTokyo_HK	-2.406281302	0	1.712092934	0.159883986	0.582671507	0.001176361	0.034405516	NA	prevalence	132	97
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__NB1.j.D_4__uncultured.delta.proteobacterium	env	Hakata	envHakata	2.427531656	0	1.716337535	0.157254091	0.582671507	0.00254023	0.048932037	NA	prevalence	132	71
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Acidiferrobacterales.D_4__Acidiferrobacteraceae	env	Saiki	envSaiki	1.099850678	0.130607133	0.665081905	0.164020543	0.590168054	0.00078418	0.025772857	NA	abundance	132	28
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__BD7.8.D_4__uncultured.gamma.proteobacterium	env	Kitsuki	envKitsuki	1.537443593	0.388324752	0.81330185	0.176101052	0.620911366	0.001653596	0.044042308	NA	abundance	132	28
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__uncultured.D_4__uncultured.bacterium	env	Okayama_G	envOkayama_G	-1.447297784	0	1.069626252	0.176027717	0.620911366	0.001461496	0.040165937	NA	prevalence	132	64
B_D_0__Bacteria.D_1__Actinobacteria.D_2__Thermoleophilia.D_3__Gaiellales.D_4__uncultured	env	Tokyo_HK	envTokyo_HK	-1.173672167	0	0.921620381	0.202845055	0.688008991	0.001014757	0.030920248	NA	prevalence	132	118
B_D_0__Bacteria.D_1__Acidobacteria.D_2__Subgroup.17.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Tokyo_KC	envTokyo_KC	-1.959726567	0	1.745836144	0.261643702	0.728900047	1.33E-05	0.000820326	NA	prevalence	132	128
